fold_id,base_cost_net_excess_nav_difference,base_cost_legacy_excess,base_cost_average_turnover,base_cost_chosen_parameters,zero_cost_net_excess_nav_difference,zero_cost_legacy_excess,zero_cost_average_turnover,zero_cost_chosen_parameters,cost_effect_nav_difference,parameter_selection_changed
fold_01,-0.0489633384354945,-0.053126078030878016,0.036708649530310465,cost_scenario=base|fast_window=50|min_history=220|slow_window=200,-0.030076800584777574,-0.03167463620855033,0.036708649530310465,cost_scenario=base|fast_window=50|min_history=220|slow_window=200,0.018886537850716922,False
fold_02,-0.05375009347592363,-0.041673363224783024,0.020433950413749975,cost_scenario=base|fast_window=100|min_history=220|slow_window=200,-0.03917962786628326,-0.029728887918392816,0.020433950413749975,cost_scenario=base|fast_window=100|min_history=220|slow_window=200,0.01457046560964037,False
fold_03,-0.07236061993947385,-0.07413865419921369,0.019942801184661792,cost_scenario=base|fast_window=100|min_history=220|slow_window=200,-0.062155625468802156,-0.06267815114435092,0.019942801184661792,cost_scenario=base|fast_window=100|min_history=220|slow_window=200,0.010204994470671691,False
fold_04,-0.022610052869071806,-0.01916481851429177,0.027905255095780145,cost_scenario=base|fast_window=100|min_history=220|slow_window=200,-0.005704177879282124,-0.0039518145954985295,0.027905255095780145,cost_scenario=base|fast_window=100|min_history=220|slow_window=200,0.016905874989789682,False
fold_05,-0.0352222629597696,-0.03048514786221939,0.022341461542070066,cost_scenario=base|fast_window=50|min_history=220|slow_window=200,-0.012068085543260887,-0.009620245750291391,0.025712380911000206,cost_scenario=base|fast_window=100|min_history=220|slow_window=150,0.023154177416508714,True
fold_06,0.035587088246036735,0.033479326628489604,0.015785787769129284,cost_scenario=base|fast_window=100|min_history=220|slow_window=200,0.04598543247607756,0.04235638983150525,0.015785787769129284,cost_scenario=base|fast_window=100|min_history=220|slow_window=200,0.010398344230040824,False
fold_07,-0.09193741483884688,-0.08491370445823619,0.019800313502408996,cost_scenario=base|fast_window=100|min_history=220|slow_window=200,-0.08086530714713402,-0.0733250508477282,0.019800313502408996,cost_scenario=base|fast_window=100|min_history=220|slow_window=200,0.011072107691712851,False
