strategy,identity_col,membership_col,lookback_days,window_radius_days,control_shift_days,selection_gap_days,selection_quantile,cost_scenario,cost_application,missing_window_policy,event_observation_count,complete_matched_observation_count,year_count,mean_event_window_return,mean_control_window_return,mean_return_difference,mean_net_event_window_return,mean_net_control_window_return,mean_net_return_difference,mean_abnormal_net_event_window_return,mean_abnormal_net_control_window_return,mean_abnormal_net_return_difference,positive_net_difference_fraction
publication_tax_loss_selling_event_study,asset_id,member_of_universe,252,10,60,1,0.1,base,symmetric_round_trip_cost_event_and_control,require_complete_security_and_benchmark_windows,517,467,26,0.013386054193113695,0.001392014692041852,0.01199403950107185,0.008713677319452025,-0.003280362181619824,0.01199403950107185,0.00018991901355737146,-0.02995289989036065,0.030142818903918022,0.5674518201284796
