fold_id,a_pit_pitparams_nav_difference,b_retro_retroparams_nav_difference,c_retro_pitparams_nav_difference,d_pit_retroparams_nav_difference,total_universe_treatment_effect_nav_difference,shapley_universe_component_nav_difference,shapley_parameter_selection_component_nav_difference,parameter_selection_changed
fold_01,-0.0489633384354945,0.24368560190235133,0.24324893363087574,-0.026412359777442607,0.29264894033784583,0.2811551168730821,0.011493823464763742,True
fold_02,-0.05375009347592363,0.22322423849425,0.1924064429281831,-0.014678544289884021,0.2769743319701736,0.24202965959412037,0.034944672376053254,True
fold_03,-0.07236061993947385,0.0822012143574321,0.07089731313388248,-0.07458112760461688,0.15456183429690595,0.15002013751770266,0.004541696779203297,True
fold_04,-0.022610052869071806,-0.011254901821735608,0.03595841390867571,-0.08236274568076118,0.011355151047336198,0.06483815531838655,-0.05348300427105035,True
fold_05,-0.0352222629597696,0.08874954563412896,0.07177442413300028,-0.028288978733409742,0.12397180859389856,0.11201760573015429,0.011954202863744268,True
fold_06,0.035587088246036735,0.1326005089210811,0.1326005089210811,0.035587088246036735,0.09701342067504437,0.09701342067504437,0.0,False
fold_07,-0.09193741483884688,0.02289749430748267,0.02289749430748267,-0.09193741483884688,0.11483490914632954,0.11483490914632954,0.0,False
